Titel Geschäft;Link Dokument
Motion Pascal Messerli und Konsorten betreffend Ausgliederung der Kriminalpolizei aus der Staatsanwaltschaft;https://grosserrat.bs.ch/?dnr=22.5517.02
Schriftliche Anfrage Edibe Gölgeli betreffend Anstieg der Hospitalisierungen bei den 10- bis 24-jährigen Frauen wegen psychischer Störung;https://grosserrat.bs.ch/?dnr=22.5595.02
Interpellation Nr. 47 Beda Baumgartner betreffend Urteil des Bundesgerichtes zu Uber als Arbeitgeber und die Auswirkungen in Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5194.01
Schriftliche Anfrage Eric Weber betreffend Deutscher Bahn und 49 Euro Ticket;https://grosserrat.bs.ch/?dnr=23.5074.02
Interpellation Nr. 31 Jo Vergeat betreffend Teuerung Swisslosfonds;https://grosserrat.bs.ch/?dnr=23.5110.02
Interpellation Nr. 28 Annina von Falkenstein betreffend FHNW-Studierende zahlen extra, da Brugg und Olten nicht im U-ABO Geltungsbereich liegen;https://grosserrat.bs.ch/?dnr=23.5107.02
Interpellation Nr. 26 Andrea Strahm betreffend Gewährleistung der Bewirtschaftung und Benutzung der Rheingasse durch Anwohnende, Gewerbetreibende und Veranstaltende;https://grosserrat.bs.ch/?dnr=23.5105.02
Interpellation Nr. 18 Nicole Strahm-Lavanchy betreffend Public-Private-Pay-Gap im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5063.02
Schriftliche Anfrage Eric Weber betreffend Mülldienst der neuen Mülleimer;https://grosserrat.bs.ch/?dnr=22.5576.02
Bewilligung von Staatsbeiträgen im Bereich Basler Clubförderung für die Jahre 2023-2026;https://grosserrat.bs.ch/?dnr=23.0398.01
Interpellation Nr. 46 Lydia Isler-Christ betreffend dringender Revision des Baubewilligungsverfahrens;https://grosserrat.bs.ch/?dnr=23.5193.01
Anzug Ivo Balmer und Pascal Pfister betreffend Vollkostenrechnung für Transformationsareale;https://grosserrat.bs.ch/?dnr=23.5192.01
Interpellation Nr. 30 Pascal Messerli betreffend zunehmendem Linksextremismus - was unternimmt die Regierung dagegen?;https://grosserrat.bs.ch/?dnr=23.5109.02
Ratschlag betreffend «Rahmenausgabenbewilligung für aktive Provenienzforschung in den kantonalen Museen Basel-Stadt für die Jahre 2023 bis 2026/2029»;https://grosserrat.bs.ch/?dnr=22.1727.02
Universitätsspital Basel (USB) - Genehmigung der Jahresrechnung 2022;https://grosserrat.bs.ch/?dnr=23.0536.01
